From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Pathway	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs
P43146	P43146	reviewed	DCC_HUMAN	Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)	DCC IGDCC1	Homo sapiens (Human)	1447		anterior/posterior axon guidance [GO:0033564]; apoptotic process [GO:0006915]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cell-cell adhesion [GO:0098609]; dorsal/ventral axon guidance [GO:0033563]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendrite development [GO:2000171]; negative regulation of neuron projection development [GO:0010977]; neuron migration [GO:0001764]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; spinal cord ventral commissure morphogenesis [GO:0021965]	axonal growth cone [GO:0044295]; cell surface [GO:0009986]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; Schaffer collateral - CA1 synapse [GO:0098685]; transmembrane signaling receptor activity [GO:0004888]; anterior/posterior axon guidance [GO:0033564]; apoptotic process [GO:0006915]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cell-cell adhesion [GO:0098609]; dorsal/ventral axon guidance [GO:0033563]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendrite development [GO:2000171]; negative regulation of neuron projection development [GO:0010977]; neuron migration [GO:0001764]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; spinal cord ventral commissure morphogenesis [GO:0021965]	GO:0001764; GO:0004888; GO:0005829; GO:0005886; GO:0006915; GO:0007409; GO:0007411; GO:0009986; GO:0010977; GO:0021965; GO:0033563; GO:0033564; GO:0044295; GO:0048671; GO:0098609; GO:0098685; GO:0098839; GO:0099170; GO:2000171
P43251	P43251	reviewed	BTD_HUMAN	Biotinidase (Biotinase) (EC 3.5.1.12)	BTD	Homo sapiens (Human)	543		biotin metabolic process [GO:0006768]; central nervous system development [GO:0007417]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial matrix [GO:0005759]; biotinidase activity [GO:0047708]; biotin metabolic process [GO:0006768]; central nervous system development [GO:0007417]	GO:0005576; GO:0005615; GO:0005759; GO:0006768; GO:0007417; GO:0047708; GO:0070062
P43652	P43652	reviewed	AFAM_HUMAN	Afamin (Alpha-albumin) (Alpha-Alb)	AFM ALB2 ALBA	Homo sapiens (Human)	599		protein stabilization [GO:0050821]; protein transport within extracellular region [GO:0071693]; vitamin transport [GO:0051180]	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; vitamin E binding [GO:0008431]; protein stabilization [GO:0050821]; protein transport within extracellular region [GO:0071693]; vitamin transport [GO:0051180]	GO:0005576; GO:0005615; GO:0005737; GO:0008431; GO:0050821; GO:0051180; GO:0070062; GO:0071693; GO:0072562
P45877	P45877	reviewed	PPIC_HUMAN	Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (Rotamase C)	PPIC CYPC	Homo sapiens (Human)	212		protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231; GO:0070062
P47972	P47972	reviewed	NPTX2_HUMAN	Neuronal pentraxin-2 (NP2) (Neuronal pentraxin II) (NP-II)	NPTX2	Homo sapiens (Human)	431		associative learning [GO:0008306]; chemical synaptic transmission [GO:0007268]	extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; associative learning [GO:0008306]; chemical synaptic transmission [GO:0007268]	GO:0005576; GO:0007268; GO:0008306; GO:0030246; GO:0046872; GO:0098978
P48058	P48058	reviewed	GRIA4_HUMAN	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4)	GRIA4 GluA4 GLUR4	Homo sapiens (Human)	902		glutamate receptor signaling pathway [GO:0007215]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; synaptic transmission, glutamatergic [GO:0035249]	AMPA glutamate receptor complex [GO:0032281]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endocytic vesicle membrane [GO:0030666]; extracellular vesicle [GO:1903561]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; AMPA glutamate receptor activity [GO:0004971]; amyloid-beta binding [GO:0001540]; glutamate-gated receptor activity [GO:0004970]; ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential [GO:0099507]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; glutamate receptor signaling pathway [GO:0007215]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; synaptic transmission, glutamatergic [GO:0035249]	GO:0001540; GO:0004970; GO:0004971; GO:0005886; GO:0007215; GO:0030425; GO:0030666; GO:0032281; GO:0034392; GO:0035249; GO:0043025; GO:0043197; GO:0050804; GO:0098839; GO:0099507; GO:1903561; GO:1904315
P48637	P48637	reviewed	GSHB_HUMAN	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	GSS	Homo sapiens (Human)	474	PATHWAY: Sulfur metabolism; glutathione biosynthesis; glutathione from L-cysteine and L-glutamate: step 2/2. {ECO:0000305|PubMed:9215686}.	amino acid metabolic process [GO:0006520]; nervous system development [GO:0007399]; response to cadmium ion [GO:0046686]; response to oxidative stress [GO:0006979]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; ATP binding [GO:0005524]; glutathione binding [GO:0043295]; glutathione synthase activity [GO:0004363]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; amino acid metabolic process [GO:0006520]; nervous system development [GO:0007399]; response to cadmium ion [GO:0046686]; response to oxidative stress [GO:0006979]	GO:0000287; GO:0004363; GO:0005524; GO:0005829; GO:0006520; GO:0006979; GO:0007399; GO:0042802; GO:0042803; GO:0043295; GO:0046686; GO:0070062
P48723	P48723	reviewed	HSP13_HUMAN	Heat shock 70 kDa protein 13 (Heat shock protein family A member 13) (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)	HSPA13 STCH	Homo sapiens (Human)	471		chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; heat shock protein binding [GO:0031072]; protein folding chaperone [GO:0044183]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]	GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0016887; GO:0031072; GO:0042026; GO:0043231; GO:0044183; GO:0051085; GO:0070062; GO:0140662
P49641	P49641	reviewed	MA2A2_HUMAN	Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	MAN2A2 MANA2X	Homo sapiens (Human)	1150	PATHWAY: Protein modification; protein glycosylation.	mannose metabolic process [GO:0006013]; N-glycan processing [GO:0006491]; protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity [GO:0004572]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]; N-glycan processing [GO:0006491]; protein glycosylation [GO:0006486]	GO:0000139; GO:0004559; GO:0004572; GO:0006013; GO:0006486; GO:0006491; GO:0016799; GO:0030246; GO:0046872
P49908	P49908	reviewed	SEPP1_HUMAN	Selenoprotein P (SeP)	SELENOP SELP SEPP1	Homo sapiens (Human)	381		brain development [GO:0007420]; locomotory behavior [GO:0007626]; post-embryonic development [GO:0009791]; regulation of growth [GO:0040008]; response to oxidative stress [GO:0006979]; response to selenium ion [GO:0010269]; selenium compound metabolic process [GO:0001887]; sexual reproduction [GO:0019953]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet dense granule lumen [GO:0031089]; selenium binding [GO:0008430]; brain development [GO:0007420]; locomotory behavior [GO:0007626]; post-embryonic development [GO:0009791]; regulation of growth [GO:0040008]; response to oxidative stress [GO:0006979]; response to selenium ion [GO:0010269]; selenium compound metabolic process [GO:0001887]; sexual reproduction [GO:0019953]	GO:0001887; GO:0005576; GO:0006979; GO:0007420; GO:0007626; GO:0008430; GO:0009791; GO:0010269; GO:0019953; GO:0031089; GO:0040008; GO:0070062
P50395	P50395	reviewed	GDIB_HUMAN	Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	GDI2 RABGDIB	Homo sapiens (Human)	445		negative regulation of cilium assembly [GO:1902018]; negative regulation of protein localization to cilium [GO:1903565]; protein transport [GO:0015031]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; secretory granule lumen [GO:0034774]; synapse [GO:0045202]; vesicle [GO:0031982]; GTPase activator activity [GO:0005096]; Rab GDP-dissociation inhibitor activity [GO:0005093]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; negative regulation of cilium assembly [GO:1902018]; negative regulation of protein localization to cilium [GO:1903565]; protein transport [GO:0015031]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	GO:0003723; GO:0005093; GO:0005096; GO:0005576; GO:0005737; GO:0005794; GO:0005829; GO:0005925; GO:0007165; GO:0007264; GO:0015031; GO:0016020; GO:0016192; GO:0031267; GO:0031982; GO:0034774; GO:0035578; GO:0045202; GO:0070062; GO:1902018; GO:1903565
P51693	P51693	reviewed	APLP1_HUMAN	Amyloid beta precursor like protein 1 (Amyloid beta (A4) precursor-like protein 1) (Amyloid-like protein 1) (APLP) (APLP-1) [Cleaved into: C30]	APLP1	Homo sapiens (Human)	650		animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cellular response to norepinephrine stimulus [GO:0071874]; central nervous system development [GO:0007417]; cytosolic mRNA polyadenylation [GO:0180011]; endocytosis [GO:0006897]; extracellular matrix organization [GO:0030198]; forebrain development [GO:0030900]; negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106072]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]	basement membrane [GO:0005604]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; alpha-2A adrenergic receptor binding [GO:0031694]; alpha-2B adrenergic receptor binding [GO:0031695]; alpha-2C adrenergic receptor binding [GO:0031696]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; transition metal ion binding [GO:0046914]; animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cellular response to norepinephrine stimulus [GO:0071874]; central nervous system development [GO:0007417]; cytosolic mRNA polyadenylation [GO:0180011]; endocytosis [GO:0006897]; extracellular matrix organization [GO:0030198]; forebrain development [GO:0030900]; negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106072]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]	GO:0005604; GO:0005654; GO:0005794; GO:0005886; GO:0006417; GO:0006897; GO:0006915; GO:0007155; GO:0007399; GO:0007409; GO:0007417; GO:0008201; GO:0009887; GO:0030198; GO:0030900; GO:0031694; GO:0031695; GO:0031696; GO:0042802; GO:0046914; GO:0048471; GO:0071874; GO:0106072; GO:0180011
P51884	P51884	reviewed	LUM_HUMAN	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	LUM LDC SLRR2D	Homo sapiens (Human)	338		collagen fibril organization [GO:0030199]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta1 production [GO:0032914]; visual perception [GO:0007601]	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrillar collagen trimer [GO:0005583]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; collagen binding [GO:0005518]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; collagen fibril organization [GO:0030199]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta1 production [GO:0032914]; visual perception [GO:0007601]	GO:0005201; GO:0005518; GO:0005576; GO:0005583; GO:0005615; GO:0005796; GO:0007601; GO:0030021; GO:0030199; GO:0031012; GO:0032914; GO:0043202; GO:0045944; GO:0062023; GO:0070062
P51888	P51888	reviewed	PRELP_HUMAN	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	PRELP SLRR2A	Homo sapiens (Human)	382		cellular senescence [GO:0090398]; skeletal system development [GO:0001501]	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; heparin binding [GO:0008201]; cellular senescence [GO:0090398]; skeletal system development [GO:0001501]	GO:0001501; GO:0005201; GO:0005576; GO:0005615; GO:0005796; GO:0008201; GO:0030021; GO:0031012; GO:0043202; GO:0062023; GO:0070062; GO:0090398; GO:1903561
P52799	P52799	reviewed	EFNB2_HUMAN	Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L)	EFNB2 EPLG5 HTKL LERK5	Homo sapiens (Human)	333		adherens junction organization [GO:0034332]; anatomical structure morphogenesis [GO:0009653]; animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; blood vessel morphogenesis [GO:0048514]; cell adhesion [GO:0007155]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell-cell signaling [GO:0007267]; ephrin receptor signaling pathway [GO:0048013]; keratinocyte proliferation [GO:0043616]; lymph vessel development [GO:0001945]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of neuron projection development [GO:0010977]; nephric duct morphogenesis [GO:0072178]; positive regulation of aorta morphogenesis [GO:1903849]; positive regulation of cardiac muscle cell differentiation [GO:2000727]; positive regulation of cell population proliferation [GO:0008284]; regulation of chemotaxis [GO:0050920]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; T cell costimulation [GO:0031295]; venous blood vessel morphogenesis [GO:0048845]	adherens junction [GO:0005912]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]; ephrin receptor binding [GO:0046875]; virus receptor activity [GO:0001618]; adherens junction organization [GO:0034332]; anatomical structure morphogenesis [GO:0009653]; animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; blood vessel morphogenesis [GO:0048514]; cell adhesion [GO:0007155]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell-cell signaling [GO:0007267]; ephrin receptor signaling pathway [GO:0048013]; keratinocyte proliferation [GO:0043616]; lymph vessel development [GO:0001945]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of neuron projection development [GO:0010977]; nephric duct morphogenesis [GO:0072178]; positive regulation of aorta morphogenesis [GO:1903849]; positive regulation of cardiac muscle cell differentiation [GO:2000727]; positive regulation of cell population proliferation [GO:0008284]; regulation of chemotaxis [GO:0050920]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; T cell costimulation [GO:0031295]; venous blood vessel morphogenesis [GO:0048845]	GO:0001618; GO:0001945; GO:0002042; GO:0005886; GO:0005912; GO:0005925; GO:0007155; GO:0007267; GO:0007411; GO:0008284; GO:0009653; GO:0009887; GO:0010839; GO:0010977; GO:0031295; GO:0034332; GO:0042734; GO:0043616; GO:0046875; GO:0048013; GO:0048514; GO:0048845; GO:0050920; GO:0072178; GO:0098685; GO:0098839; GO:0098978; GO:0099072; GO:0099149; GO:1903849; GO:2000727
