Entry	Entry Name	Protein names	Gene Names	GO
P08195	4F2_HUMAN	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	SLC3A2 MDU1	carbohydrate metabolic process [GO:0005975]
Q96PX8	SLIK1_HUMAN	SLIT and NTRK-like protein 1 (Leucine-rich repeat-containing protein 12)	SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266	axonogenesis [GO:0007409]
Q8IW52	SLIK4_HUMAN	SLIT and NTRK-like protein 4	SLITRK4	axonogenesis [GO:0007409]
Q92485	ASM3B_HUMAN	Acid sphingomyelinase-like phosphodiesterase 3b (ASM-like phosphodiesterase 3b) (EC 3.1.4.-)	SMPDL3B ASML3B ASMLPD	innate immune response [GO:0045087]
P00441	SODC_HUMAN	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	SOD1	apoptotic process [GO:0006915]
P04179	SODM_HUMAN	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	SOD2	negative regulation of cell population proliferation [GO:0008285]
P08294	SODE_HUMAN	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	SOD3	response to hypoxia [GO:0001666]
Q9UPU3	SORC3_HUMAN	VPS10 domain-containing receptor SorCS3	SORCS3 KIAA1059	neuropeptide signaling pathway [GO:0007218]
Q92673	SORL_HUMAN	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)	SORL1 C11orf32	cell migration [GO:0016477]
Q99523	SORT_HUMAN	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	SORT1	G protein-coupled receptor signaling pathway [GO:0007186]
Q14515	SPRL1_HUMAN	SPARC-like protein 1 (High endothelial venule protein) (Hevin) (MAST 9)	SPARCL1	signal transduction [GO:0007165]
O43291	SPIT2_HUMAN	Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin)	SPINT2 HAI2 KOP	other
Q08629	TICN1_HUMAN	Testican-1 (Protein SPOCK)	SPOCK1 SPOCK TIC1 TICN1	cell adhesion [GO:0007155]
Q9BQ16	TICN3_HUMAN	Testican-3 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 3)	SPOCK3 TICN3 UNQ409/PRO771	other
Q9HCB6	SPON1_HUMAN	Spondin-1 (F-spondin) (Vascular smooth muscle cell growth-promoting factor)	SPON1 KIAA0762 VSGP	cell adhesion [GO:0007155]
P10451	OSTP_HUMAN	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	SPP1 BNSP OPN PSEC0156	cell adhesion [GO:0007155]
Q9NSC7	SIA7A_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.3.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAc-I) (ST6GalNAcI) (hST6GalNAc-I) (Sialyltransferase 7A) (SIAT7-A)	ST6GALNAC1 SIAT7A UNQ543/PRO848	other
O43173	SIA8C_HUMAN	Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase ST8SIA3 (EC 2.4.3.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (Ganglioside GD3 synthase ST8SIA3) (EC 2.4.3.8) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sia-a2,3-Gal-b1,4-Glc-NAc-R:a2,8-sialyltransferase) (hST8Sia III) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)	ST8SIA3 SIAT8C	other
Q8IWU5	SULF2_HUMAN	Extracellular sulfatase Sulf-2 (hSulf-2) (Arylsulfatase) (EC 3.1.6.1) (N-acetylglucosamine-6-sulfatase) (EC 3.1.6.14) [Cleaved into: Extracellular sulfatase Sulf-2 secreted form]	SULF2 KIAA1247 UNQ559/PRO1120	other
O60279	SUSD5_HUMAN	Sushi domain-containing protein 5	SUSD5 KIAA0527	cell adhesion [GO:0007155]
Q9UHF0	TKNK_HUMAN	Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]	TAC3 NKNB UNQ585/PRO1155	neuropeptide signaling pathway [GO:0007218]
Q01995	TAGL_HUMAN	Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)	TAGLN SM22 WS3-10	other
P37837	TALDO_HUMAN	Transaldolase (EC 2.2.1.2)	TALDO1 TAL TALDO TALDOR	carbohydrate metabolic process [GO:0005975]
P20062	TCO2_HUMAN	Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII)	TCN2 TC2	other
P02787	TRFE_HUMAN	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	TF PRO1400	antibacterial humoral response [GO:0019731]
Q15582	BGH3_HUMAN	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	TGFBI BIGH3	cell adhesion [GO:0007155]
Q03167	TGBR3_HUMAN	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	TGFBR3	immune response [GO:0006955]
O43493	TGON2_HUMAN	Trans-Golgi network integral membrane protein 2 (Trans-Golgi network glycoprotein 46) (TGN38 homolog) (hTGN46) (Trans-Golgi network glycoprotein 48) (hTGN48) (Trans-Golgi network glycoprotein 51) (hTGN51) (Trans-Golgi network protein 2)	TGOLN2 TGN46 TGN51	other
P04216	THY1_HUMAN	Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90)	THY1	angiogenesis [GO:0001525]
P01033	TIMP1_HUMAN	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP	positive regulation of cell population proliferation [GO:0008284]
P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2)	TIMP2	other
Q24JP5	T132A_HUMAN	Transmembrane protein 132A (HSPA5-binding protein 1)	TMEM132A HSPA5BP1 KIAA1583	other
O75509	TNR21_HUMAN	Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358)	TNFRSF21 DR6 UNQ437/PRO868	adaptive immune response [GO:0002250]
Q92752	TENR_HUMAN	Tenascin-R (TN-R) (Janusin) (Restrictin)	TNR	cell adhesion [GO:0007155]
P22105	TENX_HUMAN	Tenascin-X (TN-X) (Hexabrachion-like protein)	TNXB HXBL TNX TNXB1 TNXB2 XB	cell adhesion [GO:0007155]
P60174	TPIS_HUMAN	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	TPI1 TPI	other
O14773	TPP1_HUMAN	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	TPP1 CLN2 GIG1 UNQ267/PRO304	proteolysis [GO:0006508]
Q9NZC2	TREM2_HUMAN	Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2)	TREM2	positive regulation of gene expression [GO:0010628]
P02766	TTHY_HUMAN	Transthyretin (ATTR) (Prealbumin) (TBPA)	TTR PALB	other
Q9GZX9	TWSG1_HUMAN	Twisted gastrulation protein homolog 1	TWSG1 TSG PSEC0250	ossification [GO:0001503]
P10599	THIO_HUMAN	Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx)	TXN TRDX TRX TRX1	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]
Q8NBS9	TXND5_HUMAN	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	negative regulation of apoptotic process [GO:0043066]
Q06418	TYRO3_HUMAN	Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Tyrosine-protein kinase BYK) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase SKY) (Tyrosine-protein kinase TIF)	TYRO3 BYK DTK RSE SKY TIF	cell adhesion [GO:0007155]
P62987	RL40_HUMAN	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	UBA52 UBCEP2	other
P0CG47	UBB_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]	UBB	other
P0CG47;P0CG48;P62979;P62987	UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBB_HUMAN; UBC_HUMAN; UBC_HUMAN; RS27A_HUMAN; RS27A_HUMAN; RS27A_HUMAN; RS27A_HUMAN; RL40_HUMAN; RL40_HUMAN; RL40_HUMAN; RL40_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-B [Cleaved into: Ubiquitin]; Polyubiquitin-C [Cleaved into: Ubiquitin]; Polyubiquitin-C [Cleaved into: Ubiquitin]; Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]; Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]; Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]; Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]; Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]; Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]; Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]; Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBB; UBC; UBC; RPS27A UBA80 UBCEP1; RPS27A UBA80 UBCEP1; RPS27A UBA80 UBCEP1; RPS27A UBA80 UBCEP1; UBA52 UBCEP2; UBA52 UBCEP2; UBA52 UBCEP2; UBA52 UBCEP2	other
P0CG48	UBC_HUMAN	Polyubiquitin-C [Cleaved into: Ubiquitin]	UBC	other
Q6EMK4	VASN_HUMAN	Vasorin (Protein slit-like 2)	VASN SLITL2 UNQ314/PRO357/PRO1282	other
P19320	VCAM1_HUMAN	Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106) [Cleaved into: Soluble Vascular Cell Adhesion Molecule-1]	VCAM1	cell adhesion [GO:0007155]
P13611	CSPG2_HUMAN	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)	VCAN CSPG2	cell adhesion [GO:0007155]
O15240	VGF_HUMAN	Neurosecretory protein VGF [Cleaved into: Neuroendocrine regulatory peptide-1 (NERP-1); Neuroendocrine regulatory peptide-2 (NERP-2); VGF-derived peptide TLQP-21; VGF-derived peptide TLQP-62; Antimicrobial peptide VGF[554-577]]	VGF	other
P08670	VIME_HUMAN	Vimentin	VIM	positive regulation of gene expression [GO:0010628]
Q9Y279	VSIG4_HUMAN	V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig)	VSIG4 CRIg Z39IG UNQ317/PRO362	complement activation, alternative pathway [GO:0006957]
Q8TAG5	VTM2A_HUMAN	V-set and transmembrane domain-containing protein 2A	VSTM2A VSTM2	positive regulation of gene expression [GO:0010628]
P04004	VTNC_HUMAN	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	VTN	cell adhesion [GO:0007155]
Q2TAL6	VWC2_HUMAN	Brorin (Brain-specific chordin-like protein) (von Willebrand factor C domain-containing protein 2)	VWC2 UNQ739/PRO1434	other
Q8TEU8	WFKN2_HUMAN	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (Growth and differentiation factor-associated serum protein 1) (GASP-1) (hGASP-1) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing-related protein) (WFIKKN-related protein)	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996	skeletal system development [GO:0001501]
Q86Y38	XYLT1_HUMAN	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I)	XYLT1 XT1	other
Q9GZM5	YIPF3_HUMAN	Protein YIPF3 (Killer lineage protein 1) (Natural killer cell-specific antigen KLIP1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, 36 kDa form III]	YIPF3 C6orf109 KLIP1	cell differentiation [GO:0030154]
P62258	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	YWHAE	signal transduction [GO:0007165]
P61981	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	signal transduction [GO:0007165]
P63104	1433Z_HUMAN	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	signal transduction [GO:0007165]
A0A0G2JRQ6	A0A0G2JRQ6_HUMAN	Ig-like domain-containing protein	none	immune response [GO:0006955]
